/usr/bin/java  -classpath /users/entall/ycsb_client/conf:/users/entall/ycsb_client/lib/HdrHistogram-2.1.12.jar:/users/entall/ycsb_client/lib/core-0.18.0-SNAPSHOT.jar:/users/entall/ycsb_client/lib/htrace-core4-4.1.0-incubating.jar:/users/entall/ycsb_client/lib/jackson-core-asl-1.9.4.jar:/users/entall/ycsb_client/lib/jackson-mapper-asl-1.9.4.jar:/users/entall/ycsb_client/redis-binding/lib/commons-pool2-2.4.2.jar:/users/entall/ycsb_client/redis-binding/lib/jedis-2.9.0.jar:/users/entall/ycsb_client/redis-binding/lib/redis-binding-0.18.0-SNAPSHOT.jar site.ycsb.Client -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
Command line: -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
2026-05-23 16:00:19:009 0 sec: 0 operations; est completion in 0 second 
2026-05-23 16:00:19:009 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2026-05-23 16:00:19:976 1 sec: 37411 operations; 37373.63 current ops/sec; est completion in 17 minutes [READ AverageLatency(us)=480.01] [UPDATE AverageLatency(us)=491.55] 
2026-05-23 16:00:25:976 7 sec: 1097249 operations; 179238 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=275.19] [UPDATE AverageLatency(us)=278.79] 
2026-05-23 16:00:26:976 8 sec: 1276100 operations; 178851 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=275.67] [UPDATE AverageLatency(us)=279.97] 
2026-05-23 16:00:26:976 8 sec: 1276100 operations; 178851 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=275.67] [UPDATE AverageLatency(us)=279.97] 
2026-05-23 16:00:27:976 9 sec: 1455526 operations; 179426 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=274.79] [UPDATE AverageLatency(us)=277.93] 
2026-05-23 16:00:27:976 9 sec: 1455526 operations; 179426 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=274.79] [UPDATE AverageLatency(us)=277.93] 
2026-05-23 16:00:28:976 10 sec: 1635898 operations; 180372 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=273.21] [UPDATE AverageLatency(us)=281.16] 
2026-05-23 16:00:28:976 10 sec: 1635898 operations; 180372 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=273.21] [UPDATE AverageLatency(us)=281.16] 
2026-05-23 16:00:29:976 11 sec: 1817414 operations; 181516 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.49] [UPDATE AverageLatency(us)=276.81] 
2026-05-23 16:00:29:976 11 sec: 1817414 operations; 181516 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.49] [UPDATE AverageLatency(us)=276.81] 
2026-05-23 16:00:30:975 12 sec: 1990215 operations; 172801 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=286.11] [UPDATE AverageLatency(us)=281.8] [READ-FAILED AverageLatency(us)=3718.25] 
2026-05-23 16:00:30:975 12 sec: 1990215 operations; 172801 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=286.11] [UPDATE AverageLatency(us)=281.8] [READ-FAILED AverageLatency(us)=3718.25] 
2026-05-23 16:00:31:976 13 sec: 2171025 operations; 180810 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=272.53] [UPDATE AverageLatency(us)=289.13] [READ-FAILED AverageLatency(us)=486.73] 
2026-05-23 16:00:31:976 13 sec: 2171025 operations; 180810 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=272.53] [UPDATE AverageLatency(us)=289.13] [READ-FAILED AverageLatency(us)=486.73] 
2026-05-23 16:00:32:976 14 sec: 2353940 operations; 182915 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.76] [UPDATE AverageLatency(us)=295.93] [READ-FAILED AverageLatency(us)=389.99] 
2026-05-23 16:00:32:976 14 sec: 2353940 operations; 182915 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.76] [UPDATE AverageLatency(us)=295.93] [READ-FAILED AverageLatency(us)=389.99] 
2026-05-23 16:00:33:976 15 sec: 2534601 operations; 180661 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=272.06] [UPDATE AverageLatency(us)=284.68] [READ-FAILED AverageLatency(us)=431.29] 
2026-05-23 16:00:33:976 15 sec: 2534601 operations; 180661 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=272.06] [UPDATE AverageLatency(us)=284.68] [READ-FAILED AverageLatency(us)=431.29] 
2026-05-23 16:00:34:976 16 sec: 2717405 operations; 182804 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.54] [UPDATE AverageLatency(us)=274.87] [READ-FAILED AverageLatency(us)=195.15] 
2026-05-23 16:00:34:976 16 sec: 2717405 operations; 182804 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.54] [UPDATE AverageLatency(us)=274.87] [READ-FAILED AverageLatency(us)=195.15] 
2026-05-23 16:00:35:976 17 sec: 2900537 operations; 183132 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=270.8] [UPDATE AverageLatency(us)=276.4] [READ-FAILED AverageLatency(us)=197.19] 
2026-05-23 16:00:35:976 17 sec: 2900537 operations; 183132 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=270.8] [UPDATE AverageLatency(us)=276.4] [READ-FAILED AverageLatency(us)=197.19] 
2026-05-23 16:00:36:976 18 sec: 3082605 operations; 182068 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=272.46] [UPDATE AverageLatency(us)=276.18] [READ-FAILED AverageLatency(us)=199.7] 
2026-05-23 16:00:36:976 18 sec: 3082605 operations; 182068 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=272.46] [UPDATE AverageLatency(us)=276.18] [READ-FAILED AverageLatency(us)=199.7] 
2026-05-23 16:00:37:976 19 sec: 3268434 operations; 185829 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.55] [UPDATE AverageLatency(us)=270.33] [READ-FAILED AverageLatency(us)=190.88] 
2026-05-23 16:00:37:976 19 sec: 3268434 operations; 185829 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.55] [UPDATE AverageLatency(us)=270.33] [READ-FAILED AverageLatency(us)=190.88] 
2026-05-23 16:00:38:976 20 sec: 3449938 operations; 181504 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=273.12] [UPDATE AverageLatency(us)=278.61] [READ-FAILED AverageLatency(us)=204.44] 
2026-05-23 16:00:38:976 20 sec: 3449938 operations; 181504 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=273.12] [UPDATE AverageLatency(us)=278.61] [READ-FAILED AverageLatency(us)=204.44] 
2026-05-23 16:00:39:976 21 sec: 3634719 operations; 184781 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.08] [UPDATE AverageLatency(us)=274.07] [READ-FAILED AverageLatency(us)=208.94] 
2026-05-23 16:00:39:976 21 sec: 3634719 operations; 184781 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.08] [UPDATE AverageLatency(us)=274.07] [READ-FAILED AverageLatency(us)=208.94] 
2026-05-23 16:00:40:976 22 sec: 3817523 operations; 182804 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.09] [UPDATE AverageLatency(us)=275.14] [READ-FAILED AverageLatency(us)=210.31] 
2026-05-23 16:00:40:976 22 sec: 3817523 operations; 182804 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.09] [UPDATE AverageLatency(us)=275.14] [READ-FAILED AverageLatency(us)=210.31] 
2026-05-23 16:00:41:976 23 sec: 4002428 operations; 184905 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.99] [UPDATE AverageLatency(us)=273.82] [READ-FAILED AverageLatency(us)=205.16] 
2026-05-23 16:00:41:976 23 sec: 4002428 operations; 184905 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.99] [UPDATE AverageLatency(us)=273.82] [READ-FAILED AverageLatency(us)=205.16] 
2026-05-23 16:00:42:976 24 sec: 4186555 operations; 184127 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.95] [UPDATE AverageLatency(us)=277.3] [READ-FAILED AverageLatency(us)=206.6] 
2026-05-23 16:00:42:976 24 sec: 4186555 operations; 184127 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.95] [UPDATE AverageLatency(us)=277.3] [READ-FAILED AverageLatency(us)=206.6] 
2026-05-23 16:00:43:976 25 sec: 4371725 operations; 185170 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.14] [UPDATE AverageLatency(us)=270.34] [READ-FAILED AverageLatency(us)=201.53] 
2026-05-23 16:00:43:976 25 sec: 4371725 operations; 185170 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.14] [UPDATE AverageLatency(us)=270.34] [READ-FAILED AverageLatency(us)=201.53] 
2026-05-23 16:00:44:976 26 sec: 4544026 operations; 172301 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=287.73] [UPDATE AverageLatency(us)=292.28] [READ-FAILED AverageLatency(us)=218.62] 
2026-05-23 16:00:44:976 26 sec: 4544026 operations; 172301 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=287.73] [UPDATE AverageLatency(us)=292.28] [READ-FAILED AverageLatency(us)=218.62] 
2026-05-23 16:00:45:976 27 sec: 4724947 operations; 180921 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=272.38] [UPDATE AverageLatency(us)=296.7] [READ-FAILED AverageLatency(us)=252.51] 
2026-05-23 16:00:45:976 27 sec: 4724947 operations; 180921 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=272.38] [UPDATE AverageLatency(us)=296.7] [READ-FAILED AverageLatency(us)=252.51] 
2026-05-23 16:00:46:976 28 sec: 4909362 operations; 184415 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=265.83] [UPDATE AverageLatency(us)=296.37] [READ-FAILED AverageLatency(us)=283.14] 
2026-05-23 16:00:46:976 28 sec: 4909362 operations; 184415 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=265.83] [UPDATE AverageLatency(us)=296.37] [READ-FAILED AverageLatency(us)=283.14] 
2026-05-23 16:00:47:976 29 sec: 5097389 operations; 188027 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=262.18] [UPDATE AverageLatency(us)=275.15] [READ-FAILED AverageLatency(us)=260.79] 
2026-05-23 16:00:47:976 29 sec: 5097389 operations; 188027 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=262.18] [UPDATE AverageLatency(us)=275.15] [READ-FAILED AverageLatency(us)=260.79] 
2026-05-23 16:00:48:976 30 sec: 5281616 operations; 184227 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.77] [UPDATE AverageLatency(us)=277.07] [READ-FAILED AverageLatency(us)=237.5] 
2026-05-23 16:00:48:976 30 sec: 5281616 operations; 184227 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.77] [UPDATE AverageLatency(us)=277.07] [READ-FAILED AverageLatency(us)=237.5] 
2026-05-23 16:00:49:976 31 sec: 5464049 operations; 182433 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.95] [UPDATE AverageLatency(us)=279.2] [READ-FAILED AverageLatency(us)=225.58] 
2026-05-23 16:00:49:976 31 sec: 5464049 operations; 182433 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.95] [UPDATE AverageLatency(us)=279.2] [READ-FAILED AverageLatency(us)=225.58] 
2026-05-23 16:00:50:976 32 sec: 5647940 operations; 183891 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=269.3] [UPDATE AverageLatency(us)=275.04] [READ-FAILED AverageLatency(us)=242.18] 
2026-05-23 16:00:50:976 32 sec: 5647940 operations; 183891 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=269.3] [UPDATE AverageLatency(us)=275.04] [READ-FAILED AverageLatency(us)=242.18] 
2026-05-23 16:00:51:976 33 sec: 5832862 operations; 184922 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.92] [UPDATE AverageLatency(us)=277.61] [READ-FAILED AverageLatency(us)=234.01] 
2026-05-23 16:00:51:976 33 sec: 5832862 operations; 184922 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.92] [UPDATE AverageLatency(us)=277.61] [READ-FAILED AverageLatency(us)=234.01] 
2026-05-23 16:00:52:976 34 sec: 6018936 operations; 186074 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=266.52] [UPDATE AverageLatency(us)=274.13] [READ-FAILED AverageLatency(us)=225.83] 
2026-05-23 16:00:52:976 34 sec: 6018936 operations; 186074 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=266.52] [UPDATE AverageLatency(us)=274.13] [READ-FAILED AverageLatency(us)=225.83] 
2026-05-23 16:00:53:976 35 sec: 6205174 operations; 186238 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=265.38] [UPDATE AverageLatency(us)=274.99] [READ-FAILED AverageLatency(us)=244.61] 
2026-05-23 16:00:53:976 35 sec: 6205174 operations; 186238 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=265.38] [UPDATE AverageLatency(us)=274.99] [READ-FAILED AverageLatency(us)=244.61] 
2026-05-23 16:00:54:976 36 sec: 6392342 operations; 187168 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=264.35] [UPDATE AverageLatency(us)=273.56] [READ-FAILED AverageLatency(us)=239.55] 
2026-05-23 16:00:54:976 36 sec: 6392342 operations; 187168 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=264.35] [UPDATE AverageLatency(us)=273.56] [READ-FAILED AverageLatency(us)=239.55] 
2026-05-23 16:00:55:976 37 sec: 6581363 operations; 189021 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=261.4] [UPDATE AverageLatency(us)=270.73] [READ-FAILED AverageLatency(us)=248.53] 
2026-05-23 16:00:55:976 37 sec: 6581363 operations; 189021 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=261.4] [UPDATE AverageLatency(us)=270.73] [READ-FAILED AverageLatency(us)=248.53] 
2026-05-23 16:00:56:976 38 sec: 6770281 operations; 188918 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=261.64] [UPDATE AverageLatency(us)=270] [READ-FAILED AverageLatency(us)=241.95] 
2026-05-23 16:00:56:976 38 sec: 6770281 operations; 188918 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=261.64] [UPDATE AverageLatency(us)=270] [READ-FAILED AverageLatency(us)=241.95] 
2026-05-23 16:00:57:976 39 sec: 6955630 operations; 185349 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=263.81] [UPDATE AverageLatency(us)=273.47] [READ-FAILED AverageLatency(us)=241.83] 
2026-05-23 16:00:57:976 39 sec: 6955630 operations; 185349 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=263.81] [UPDATE AverageLatency(us)=273.47] [READ-FAILED AverageLatency(us)=241.83] 
2026-05-23 16:00:58:976 40 sec: 7132021 operations; 176391 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=283.99] [UPDATE AverageLatency(us)=288.48] [READ-FAILED AverageLatency(us)=251.77] 
2026-05-23 16:00:58:976 40 sec: 7132021 operations; 176391 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=283.99] [UPDATE AverageLatency(us)=288.48] [READ-FAILED AverageLatency(us)=251.77] 
2026-05-23 16:00:59:976 41 sec: 7315746 operations; 183725 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.86] [UPDATE AverageLatency(us)=303.15] [READ-FAILED AverageLatency(us)=244.44] 
2026-05-23 16:00:59:976 41 sec: 7315746 operations; 183725 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=267.86] [UPDATE AverageLatency(us)=303.15] [READ-FAILED AverageLatency(us)=244.44] 
2026-05-23 16:01:00:976 42 sec: 7502563 operations; 186817 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=261.55] [UPDATE AverageLatency(us)=303.13] [READ-FAILED AverageLatency(us)=281.43] 
2026-05-23 16:01:00:976 42 sec: 7502563 operations; 186817 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=261.55] [UPDATE AverageLatency(us)=303.13] [READ-FAILED AverageLatency(us)=281.43] 
2026-05-23 16:01:01:976 43 sec: 7693198 operations; 190635 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=257.03] [UPDATE AverageLatency(us)=277.11] [READ-FAILED AverageLatency(us)=285.38] 
2026-05-23 16:01:01:976 43 sec: 7693198 operations; 190635 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=257.03] [UPDATE AverageLatency(us)=277.11] [READ-FAILED AverageLatency(us)=285.38] 
2026-05-23 16:01:02:976 44 sec: 7882688 operations; 189490 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=258.42] [UPDATE AverageLatency(us)=269.5] [READ-FAILED AverageLatency(us)=293.24] 
2026-05-23 16:01:02:976 44 sec: 7882688 operations; 189490 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=258.42] [UPDATE AverageLatency(us)=269.5] [READ-FAILED AverageLatency(us)=293.24] 
2026-05-23 16:01:03:976 45 sec: 8074647 operations; 191959 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=254.9] [UPDATE AverageLatency(us)=269.76] [READ-FAILED AverageLatency(us)=289.34] 
2026-05-23 16:01:03:976 45 sec: 8074647 operations; 191959 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=254.9] [UPDATE AverageLatency(us)=269.76] [READ-FAILED AverageLatency(us)=289.34] 
2026-05-23 16:01:04:976 46 sec: 8264249 operations; 189602 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.87] [UPDATE AverageLatency(us)=271.77] [READ-FAILED AverageLatency(us)=296.52] 
2026-05-23 16:01:04:976 46 sec: 8264249 operations; 189602 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.87] [UPDATE AverageLatency(us)=271.77] [READ-FAILED AverageLatency(us)=296.52] 
2026-05-23 16:01:05:976 47 sec: 8454312 operations; 190063 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.4] [UPDATE AverageLatency(us)=271.12] [READ-FAILED AverageLatency(us)=293.82] 
2026-05-23 16:01:05:976 47 sec: 8454312 operations; 190063 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.4] [UPDATE AverageLatency(us)=271.12] [READ-FAILED AverageLatency(us)=293.82] 
2026-05-23 16:01:06:976 48 sec: 8644827 operations; 190515 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=256.82] [UPDATE AverageLatency(us)=269.95] [READ-FAILED AverageLatency(us)=299.03] 
2026-05-23 16:01:06:976 48 sec: 8644827 operations; 190515 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=256.82] [UPDATE AverageLatency(us)=269.95] [READ-FAILED AverageLatency(us)=299.03] 
2026-05-23 16:01:07:976 49 sec: 8834704 operations; 189877 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.39] [UPDATE AverageLatency(us)=268.67] [READ-FAILED AverageLatency(us)=300.69] 
2026-05-23 16:01:07:976 49 sec: 8834704 operations; 189877 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.39] [UPDATE AverageLatency(us)=268.67] [READ-FAILED AverageLatency(us)=300.69] 
2026-05-23 16:01:08:976 50 sec: 9023571 operations; 188867 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=258.64] [UPDATE AverageLatency(us)=274.9] [READ-FAILED AverageLatency(us)=302.34] 
2026-05-23 16:01:08:976 50 sec: 9023571 operations; 188867 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=258.64] [UPDATE AverageLatency(us)=274.9] [READ-FAILED AverageLatency(us)=302.34] 
2026-05-23 16:01:09:976 51 sec: 9212793 operations; 189222 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=258.52] [UPDATE AverageLatency(us)=269.4] [READ-FAILED AverageLatency(us)=301.6] 
2026-05-23 16:01:09:976 51 sec: 9212793 operations; 189222 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=258.52] [UPDATE AverageLatency(us)=269.4] [READ-FAILED AverageLatency(us)=301.6] 
2026-05-23 16:01:10:976 52 sec: 9399277 operations; 186484 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=262.51] [UPDATE AverageLatency(us)=277.87] [READ-FAILED AverageLatency(us)=300.59] 
2026-05-23 16:01:10:976 52 sec: 9399277 operations; 186484 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=262.51] [UPDATE AverageLatency(us)=277.87] [READ-FAILED AverageLatency(us)=300.59] 
2026-05-23 16:01:11:976 53 sec: 9589858 operations; 190581 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=256.6] [UPDATE AverageLatency(us)=269.73] [READ-FAILED AverageLatency(us)=300.13] 
2026-05-23 16:01:11:976 53 sec: 9589858 operations; 190581 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=256.6] [UPDATE AverageLatency(us)=269.73] [READ-FAILED AverageLatency(us)=300.13] 
2026-05-23 16:01:12:976 54 sec: 9777425 operations; 187567 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=258.97] [UPDATE AverageLatency(us)=287.53] [READ-FAILED AverageLatency(us)=314.27] 
2026-05-23 16:01:12:976 54 sec: 9777425 operations; 187567 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=258.97] [UPDATE AverageLatency(us)=287.53] [READ-FAILED AverageLatency(us)=314.27] 
2026-05-23 16:01:13:976 55 sec: 9968891 operations; 191466 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=253.67] [UPDATE AverageLatency(us)=279.68] [READ-FAILED AverageLatency(us)=309.56] 
2026-05-23 16:01:13:976 55 sec: 9968891 operations; 191466 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=253.67] [UPDATE AverageLatency(us)=279.68] [READ-FAILED AverageLatency(us)=309.56] 
2026-05-23 16:01:14:976 56 sec: 10161567 operations; 192676 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=254.24] [UPDATE AverageLatency(us)=273.1] [READ-FAILED AverageLatency(us)=274.55] 
2026-05-23 16:01:14:976 56 sec: 10161567 operations; 192676 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=254.24] [UPDATE AverageLatency(us)=273.1] [READ-FAILED AverageLatency(us)=274.55] 
2026-05-23 16:01:15:976 57 sec: 10352771 operations; 191204 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.67] [UPDATE AverageLatency(us)=270.15] [READ-FAILED AverageLatency(us)=256.49] 
2026-05-23 16:01:15:976 57 sec: 10352771 operations; 191204 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.67] [UPDATE AverageLatency(us)=270.15] [READ-FAILED AverageLatency(us)=256.49] 
2026-05-23 16:01:16:976 58 sec: 10545432 operations; 192661 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=255.71] [UPDATE AverageLatency(us)=267.66] [READ-FAILED AverageLatency(us)=257.04] 
2026-05-23 16:01:16:976 58 sec: 10545432 operations; 192661 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=255.71] [UPDATE AverageLatency(us)=267.66] [READ-FAILED AverageLatency(us)=257.04] 
2026-05-23 16:01:17:976 59 sec: 10736486 operations; 191054 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.81] [UPDATE AverageLatency(us)=272.49] [READ-FAILED AverageLatency(us)=257.54] 
2026-05-23 16:01:17:976 59 sec: 10736486 operations; 191054 current ops/sec; est completion in 2 minutes [READ AverageLatency(us)=257.81] [UPDATE AverageLatency(us)=272.49] [READ-FAILED AverageLatency(us)=257.54] 
